Group Id,Question Group,Answer Group
30,"We have the orientation this afternoon . What ’ s going to be covered in the orientation ? The company introduction , our mission , vision , various policies , insurances , pension plan , company ID , batch , telephone , e-mail set-up and training . Quite a lot . All them one afternoon ? Thank you very much indeed.You helped me rebuild my self-confidence .
We have the orientation this afternoon . What ’ s going to be covered in the orientation ? The company introduction , our mission , vision , various policies , insurances , pension plan , company ID , batch , telephone , e-mail set-up and training . Quite a lot . All them one afternoon ? Thank you very much .
We have the orientation this afternoon . What ’ s going to be covered in the orientation ? The company introduction , our mission , vision , various policies , insurances , pension plan , company ID , batch , telephone , e-mail set-up and training . Quite a lot . All them one afternoon ? Really ? I hope we will do much better under her guidance .
We have the orientation this afternoon . What ’ s going to be covered in the orientation ? The company introduction , our mission , vision , various policies , insurances , pension plan , company ID , batch , telephone , e-mail set-up and training . Quite a lot . All them one afternoon ? Thank you very much indeed.You helped me rebuild my assistance !
We have the orientation this afternoon . What ’ s going to be covered in the orientation ? The company introduction , our mission , vision , various policies , insurances , pension plan , company ID , batch , telephone , e-mail set-up and training . Quite a lot . All them one afternoon ? Thank you very much indeed.You helped me rebuild my job .","Ok , no problem . All the time you have to be able to hear them .
All right , would you like a different one ?
I am sure we will .
Ok , no problem , I can ’ t wait to be dismissed .
All , milk , wait a minute . Let ’ s be prepared for another time ."
31,"the James ’ s file , Christine ? I had it right here a minute ago , Mr . Emory . Umm . Just a minute ... Thank you very much .
the James ’ s file , Christine ? I had it right here a minute ago , Mr . Emory . Umm . Just a minute ... Thank you very much . I am much .
the James ’ s file , Christine ? I had it right here a minute ago , Mr . Emory . Umm . Just a minute ... I see . How many people are you planning to invite and how much would you ?
the James ’ s file , Christine ? I had it right here a minute ago , Mr . Emory . Umm . Just a minute ... I see . How many people are you planning to invite
the James ’ s file , Christine ? I had it right here a minute ago , Mr . Emory . Umm . Just a minute ... I see . How many people are you planning to invite and how much would you like to do ?","Thanks .
Thank you .
The job is a little delayed .
I have two years driving experience .
I ’ d like to speak to Mr . Thomas , please ."
32,"Hello , where can I buy an inexpensive cashmere sweater ? Maybe you should look around for an outlet . That is a wonderful idea . Outlets have more reasonable prices . I am glad you like it .
Hello , where can I buy an inexpensive cashmere sweater ? Maybe you should look around for an outlet . That is a wonderful idea . Outlets have more reasonable prices . Yes , I'd like another cup of coffee afterwards . Make it hot , please .
Hello , where can I buy an inexpensive cashmere sweater ? Maybe you should look around for an outlet . That is a wonderful idea . Outlets have more reasonable prices . Yes , I'd like another cup of coffee .
Hello , where can I buy an inexpensive cashmere sweater ? Maybe you should look around for an outlet . That is a wonderful idea . Outlets have more reasonable prices . I am sorry to hear that.Would you please ?
Hello , where can I buy an inexpensive cashmere sweater ? Maybe you should look around for an outlet . That is a wonderful idea . Outlets have more reasonable prices . Yes , I'd like another cup of coffee . Make it hot , please .","Sure , what kind of credit are you like ?
Here you go — Digital Barbie .
What about a non-direct one ?
No , I'm not . So what ?
It's on the desk , like that one $ 200 ."
33,"Have you ever shopped online ? Quite often . It is very convenient , saving me a lot of time . Do you have some experiences to share with me ? I want to have a try . You are asking the right person . Here are two very important tips . First , you need to visit no more than one site to find the best products and prices . I can recommend you some online merchants . Second , write your mail address correctly . Otherwise , you can ’ t receive your delivery in time . Well , I want to surprise my brother showing up .
Have you ever shopped online ? Quite often . It is very convenient , saving me a lot of time . Do you have some experiences to share with me ? I want to have a try . You are asking the right person . Here are two very important tips . First , you need to visit no more than one site to find the best products and prices . I can recommend you some online merchants . Second , write your mail address correctly . Otherwise , you can ’ t receive your delivery in time . Well , I want to surprise my brother showing .
Have you ever shopped online ? Quite often . It is very convenient , saving me a lot of time . Do you have some experiences to share with me ? I want to have a try . You are asking the right person . Here are two very important tips . First , you need to visit no more than one site to find the best products and prices . I can recommend you some online merchants . Second , write your mail address correctly . Otherwise , you can ’ t receive your delivery in time . Oh , I ’ m sorry .
Have you ever shopped online ? Quite often . It is very convenient , saving me a lot of time . Do you have some experiences to share with me ? I want to have a try . You are asking the right person . Here are two very important tips . First , you need to visit no more than one site to find the best products and prices . I can recommend you some online merchants . Second , write your mail address correctly . Otherwise , you can ’ t receive your delivery in time . Well , I want to surprise my brother showing for his birthday .
Have you ever shopped online ? Quite often . It is very convenient , saving me a lot of time . Do you have some experiences to share with me ? I want to have a try . You are asking the right person . Here are two very important tips . First , you need to visit no more than one site to find the best products and prices . I can recommend you some online merchants . Second , write your mail address correctly . Otherwise , you can ’ t receive your delivery in time . Well , I ’ m doing okay . And how about yourself ?","Me , too .
Me , too .
You ’ re welcome .
You are a liar !
I love my husband and I have a really good cough and a really good cough ."
34,"hi , darling ! I have a one-month vacation saved up . How about a trip to Europe ? I could go for that . But I'm afraid our budget is a little tight this year . oh , but I really need to leave this town for a change . Working day after day has worn me out . Do you have any other suggestions ? we should probably think about going somewhere that isn't too far away . How about the countryside ? There must be many interesting places , and we could enjoy the fresh air and the delicious local spec wonderful ! I think that's a great idea . How soon until we can make this happen ? I can't wait ! tomorrow I have an appointment with my dentist . What about next Monday ? perfect . I'll start preparing tomorrow . If we're going to drive , I'll need to fill up the tank . no need . I think it's still plenty full . Even so , I'd rather travel by bus or train . It would cost much less than driving . Oil prices are soaring nowadays , you know . we can take the train , that will be faster . I'll book the tickets tomorrow morning . great ! Oh , one more thing , don't forget to check the weather before we go . I'd hate to get caught in the rain . Thank you .
hi , darling ! I have a one-month vacation saved up . How about a trip to Europe ? I could go for that . But I'm afraid our budget is a little tight this year . oh , but I really need to leave this town for a change . Working day after day has worn me out . Do you have any other suggestions ? we should probably think about going somewhere that isn't too far away . How about the countryside ? There must be many interesting places , and we could enjoy the fresh air and the delicious local spec wonderful ! I think that's a great idea . How soon until we can make this happen ? I can't wait ! tomorrow I have an appointment with my dentist . What about next Monday ? perfect . I'll start preparing tomorrow . If we're going to drive , I'll need to fill up the tank . no need . I think it's still plenty full . Even so , I'd rather travel by bus or train . It would cost much less than driving . Oil prices are soaring nowadays , you know . we can take the train , that will be faster . I'll book the tickets tomorrow morning . great ! Oh , one more thing , don't forget to check the weather before we go . I'd hate to get caught in the rain . Thank you for your help .
hi , darling ! I have a one-month vacation saved up . How about a trip to Europe ? I could go for that . But I'm afraid our budget is a little tight this year . oh , but I really need to leave this town for a change . Working day after day has worn me out . Do you have any other suggestions ? we should probably think about going somewhere that isn't too far away . How about the countryside ? There must be many interesting places , and we could enjoy the fresh air and the delicious local spec wonderful ! I think that's a great idea . How soon until we can make this happen ? I can't wait ! tomorrow I have an appointment with my dentist . What about next Monday ? perfect . I'll start preparing tomorrow . If we're going to drive , I'll need to fill up the tank . no need . I think it's still plenty full . Even so , I'd rather travel by bus or train . It would cost much less than driving . Oil prices are soaring nowadays , you know . we can take the train , that will be faster . I'll book the tickets tomorrow morning . great ! Oh , one more thing , don't forget to check the weather before we go . I'd hate to get caught in the rain . Thank you , please .
hi , darling ! I have a one-month vacation saved up . How about a trip to Europe ? I could go for that . But I'm afraid our budget is a little tight this year . oh , but I really need to leave this town for a change . Working day after day has worn me out . Do you have any other suggestions ? we should probably think about going somewhere that isn't too far away . How about the countryside ? There must be many interesting places , and we could enjoy the fresh air and the delicious local spec wonderful ! I think that's a great idea . How soon until we can make this happen ? I can't wait ! tomorrow I have an appointment with my dentist . What about next Monday ? perfect . I'll start preparing tomorrow . If we're going to drive , I'll need to fill up the tank . no need . I think it's still plenty full . Even so , I'd rather travel by bus or train . It would cost much less than driving . Oil prices are soaring nowadays , you know . we can take the train , that will be faster . I'll book the tickets tomorrow morning . great ! Oh , one more thing , don't forget to check the weather before we go . I'd hate to get caught in the rain . Thank you for your help you .
hi , darling ! I have a one-month vacation saved up . How about a trip to Europe ? I could go for that . But I'm afraid our budget is a little tight this year . oh , but I really need to leave this town for a change . Working day after day has worn me out . Do you have any other suggestions ? we should probably think about going somewhere that isn't too far away . How about the countryside ? There must be many interesting places , and we could enjoy the fresh air and the delicious local spec wonderful ! I think that's a great idea . How soon until we can make this happen ? I can't wait ! tomorrow I have an appointment with my dentist . What about next Monday ? perfect . I'll start preparing tomorrow . If we're going to drive , I'll need to fill up the tank . no need . I think it's still plenty full . Even so , I'd rather travel by bus or train . It would cost much less than driving . Oil prices are soaring nowadays , you know . we can take the train , that will be faster . I'll book the tickets tomorrow morning . great ! Oh , one more thing , don't forget to check the weather before we go . I'd hate to get caught in the rain . I see . What other languages ?","You ’ re welcome .
I hope you can make it .
You are welcome .
I hope you can make it .
25.00 dollars a week ."
35,"Tim ’ s smiles are interesting . Yes , they are shy and gentle but very powerful . Oh , you ’ re not listening to me .
Tim ’ s smiles are interesting . Yes , they are shy and gentle but very powerful . I ’ m a bus driver .
Tim ’ s smiles are interesting . Yes , they are shy and gentle but very powerful . Oh , I ’ m sorry .
Tim ’ s smiles are interesting . Yes , they are shy and gentle but very powerful . I ’ m sorry . I didn ’ t know that .
Tim ’ s smiles are interesting . Yes , they are shy and gentle but very powerful . Oh , I ’ m sorry . I didn ’ t know that .","Leave me alone .
Don ’ t worry about it .
Where ’ s the pipe ?
That ’ s all right . But let ’ s go .
That ’ s all right ."
36,"Hello , Daisy , how are you doing ? Fine , thank you . I haven ’ t seen you for quite some time . What have you been up to recently ? I have been spending a lot of time watching movies at home , so you wouldn't have seen me . Recently , I've been obsessed with horror films . Oh , how can you be infatuated with horror films ? They're so scary . Yeah , you are right I used to not watch horror films , but after seeing Silence of the Lamb with Mike last month , I fell in love with them . It's amazing . But if I were you , I wouldn't have the courage to watch the first one . But it's really exciting . Maybe , but I would rather watch romance , science fiction , crime or even disaster movie instead of a horror picture . I wouldn't dare sleep at night after watching one . Basically . you'll watch any type of movie except horror . Yep . Thank you very much .
Hello , Daisy , how are you doing ? Fine , thank you . I haven ’ t seen you for quite some time . What have you been up to recently ? I have been spending a lot of time watching movies at home , so you wouldn't have seen me . Recently , I've been obsessed with horror films . Oh , how can you be infatuated with horror films ? They're so scary . Yeah , you are right I used to not watch horror films , but after seeing Silence of the Lamb with Mike last month , I fell in love with them . It's amazing . But if I were you , I wouldn't have the courage to watch the first one . But it's really exciting . Maybe , but I would rather watch romance , science fiction , crime or even disaster movie instead of a horror picture . I wouldn't dare sleep at night after watching one . Basically . you'll watch any type of movie except horror . Yep . Thank you .
Hello , Daisy , how are you doing ? Fine , thank you . I haven ’ t seen you for quite some time . What have you been up to recently ? I have been spending a lot of time watching movies at home , so you wouldn't have seen me . Recently , I've been obsessed with horror films . Oh , how can you be infatuated with horror films ? They're so scary . Yeah , you are right I used to not watch horror films , but after seeing Silence of the Lamb with Mike last month , I fell in love with them . It's amazing . But if I were you , I wouldn't have the courage to watch the first one . But it's really exciting . Maybe , but I would rather watch romance , science fiction , crime or even disaster movie instead of a horror picture . I wouldn't dare sleep at night after watching one . Basically . you'll watch any type of movie except horror . Yep . Thank you for your help .
Hello , Daisy , how are you doing ? Fine , thank you . I haven ’ t seen you for quite some time . What have you been up to recently ? I have been spending a lot of time watching movies at home , so you wouldn't have seen me . Recently , I've been obsessed with horror films . Oh , how can you be infatuated with horror films ? They're so scary . Yeah , you are right I used to not watch horror films , but after seeing Silence of the Lamb with Mike last month , I fell in love with them . It's amazing . But if I were you , I wouldn't have the courage to watch the first one . But it's really exciting . Maybe , but I would rather watch romance , science fiction , crime or even disaster movie instead of a horror picture . I wouldn't dare sleep at night after watching one . Basically . you'll watch any type of movie except horror . Yep . Thank you for your help you .
Hello , Daisy , how are you doing ? Fine , thank you . I haven ’ t seen you for quite some time . What have you been up to recently ? I have been spending a lot of time watching movies at home , so you wouldn't have seen me . Recently , I've been obsessed with horror films . Oh , how can you be infatuated with horror films ? They're so scary . Yeah , you are right I used to not watch horror films , but after seeing Silence of the Lamb with Mike last month , I fell in love with them . It's amazing . But if I were you , I wouldn't have the courage to watch the first one . But it's really exciting . Maybe , but I would rather watch romance , science fiction , crime or even disaster movie instead of a horror picture . I wouldn't dare sleep at night after watching one . Basically . you'll watch any type of movie except horror . Yep . Thank you for your help you , please .","You're welcome .
You are welcome .
No , thank you . I am really excited .
No , Wendy . I was really looking for it .
You are welcome ."
37,"Come on , you are left behind ! Wow , I can't catch my breath . You are running too fast , honey . You just need more exercise . Yes , but you need to slow down . This is jogging , not racing ! I don't care . I want to burn up my fat . But running so fast is not good for people over forties . Why ? We are not as athletic as we were when young . Mild exercise is more suitable for us . Thank you .
Come on , you are left behind ! Wow , I can't catch my breath . You are running too fast , honey . You just need more exercise . Yes , but you need to slow down . This is jogging , not racing ! I don't care . I want to burn up my fat . But running so fast is not good for people over forties . Why ? We are not as athletic as we were when young . Mild exercise is more suitable for us . I am glad you are happy .
Come on , you are left behind ! Wow , I can't catch my breath . You are running too fast , honey . You just need more exercise . Yes , but you need to slow down . This is jogging , not racing ! I don't care . I want to burn up my fat . But running so fast is not good for people over forties . Why ? We are not as athletic as we were when young . Mild exercise is more suitable for us . I am glad you like it .
Come on , you are left behind ! Wow , I can't catch my breath . You are running too fast , honey . You just need more exercise . Yes , but you need to slow down . This is jogging , not racing ! I don't care . I want to burn up my fat . But running so fast is not good for people over forties . Why ? We are not as athletic as we were when young . Mild exercise is more suitable for us . Yes , I am .
Come on , you are left behind ! Wow , I can't catch my breath . You are running too fast , honey . You just need more exercise . Yes , but you need to slow down . This is jogging , not racing ! I don't care . I want to burn up my fat . But running so fast is not good for people over forties . Why ? We are not as athletic as we were when young . Mild exercise is more suitable for us . I am sorry , could you repeat it please ?","You're welcome .
Thank you for your warning .
Thank you very much .
So what will you do ?
Of course ."
38,"They got a divorce at last . It's inevitable . Their love wasbuilt on the sand , and this is why their marriage has landed on the rocks . Thank you .
They got a divorce at last . It's inevitable . Their love wasbuilt on the sand , and this is why their marriage has landed on the rocks . Thank you for your help .
They got a divorce at last . It's inevitable . Their love wasbuilt on the sand , and this is why their marriage has landed on the rocks . Thank you . Would you like a window seat ?
They got a divorce at last . It's inevitable . Their love wasbuilt on the sand , and this is why their marriage has landed on the rocks . Thank you . Would you like a window ?
They got a divorce at last . It's inevitable . Their love wasbuilt on the sand , and this is why their marriage has landed on the rocks . Thank you . Would you please fill in a message ?","So , have they , Paul ?
It's super .
No , what would you like ?
No , what would you like ?
Yes , I do . I don't know ."
39,"Do you speak only English in the class , or does your teacher explain everything to you in Spanish ? Oh , we never speak Spanish in class ! Miss.Parker speaks to us only in English . I suppose she's right . Does she speak English very slowly ? Not always . Sometimes we don't understand her . Then she has to repeat what she said . It must be interesting to study English . Mario and I are the best students in the class . Miss.Parker says that my pronunciation is very good . Thank you very much .
Do you speak only English in the class , or does your teacher explain everything to you in Spanish ? Oh , we never speak Spanish in class ! Miss.Parker speaks to us only in English . I suppose she's right . Does she speak English very slowly ? Not always . Sometimes we don't understand her . Then she has to repeat what she said . It must be interesting to study English . Mario and I are the best students in the class . Miss.Parker says that my pronunciation is very good . Thank you .
Do you speak only English in the class , or does your teacher explain everything to you in Spanish ? Oh , we never speak Spanish in class ! Miss.Parker speaks to us only in English . I suppose she's right . Does she speak English very slowly ? Not always . Sometimes we don't understand her . Then she has to repeat what she said . It must be interesting to study English . Mario and I are the best students in the class . Miss.Parker says that my pronunciation is very good . Thank you , please .
Do you speak only English in the class , or does your teacher explain everything to you in Spanish ? Oh , we never speak Spanish in class ! Miss.Parker speaks to us only in English . I suppose she's right . Does she speak English very slowly ? Not always . Sometimes we don't understand her . Then she has to repeat what she said . It must be interesting to study English . Mario and I are the best students in the class . Miss.Parker says that my pronunciation is very good . I see . What other languages can you speak ?
Do you speak only English in the class , or does your teacher explain everything to you in Spanish ? Oh , we never speak Spanish in class ! Miss.Parker speaks to us only in English . I suppose she's right . Does she speak English very slowly ? Not always . Sometimes we don't understand her . Then she has to repeat what she said . It must be interesting to study English . Mario and I are the best students in the class . Miss.Parker says that my pronunciation is very good . Thank you very much . Let me help .","You are welcome .
You are welcome .
Then wait a minute .
Sightseeing .
You are welcome ."
40,"I prefer potatoes to eggplants . I feel eggplants are more nutritious . It's a feature film .
I prefer potatoes to eggplants . I feel eggplants are more nutritious . Do you have any identification ?
I prefer potatoes to eggplants . I feel eggplants are more nutritious . Do you have a long-term plan for your career ?
I prefer potatoes to eggplants . I feel eggplants are more nutritious . Do you have a long-term plan for the career ?
I prefer potatoes to eggplants . I feel eggplants are more nutritious . I don't think so . It wasn't that bad film .","I think so .
Yes , I have a driver's license .
Yes , I think so .
Yes . Here you go .
Maybe you are right ."
41,"By the way miss , where is the toilet ? Toilets are in the rear , I am afraid all the toilets are fully occupied at the moment . Well , I want to earn more .
By the way miss , where is the toilet ? Toilets are in the rear , I am afraid all the toilets are fully occupied at the moment . Do you have anything to declare ?
By the way miss , where is the toilet ? Toilets are in the rear , I am afraid all the toilets are fully occupied at the moment . Yes , I like the style.Can I try this on ?
By the way miss , where is the toilet ? Toilets are in the rear , I am afraid all the toilets are fully occupied at the moment . Yes , I like the style.Can I have this on ?
By the way miss , where is the toilet ? Toilets are in the rear , I am afraid all the toilets are fully occupied at the moment . Well , I want to surprise my brother showing up .","What can I do for you ?
No , I don't think so .
Sure . The fitting room is in the corner .
Sure . The line is really fresh .
By the way , what can I do for you ?"
42,"What are you listening to ? Is that Beethoven or Mozart ? It's Beethoven . Do you like it ? I think Beethoven's music is incredible . I've heard that listening to it can make you more intelligent , too . Do you believe that ? I don't know about that , but I do think that it helps people relax . What other kind of music do you listen to ? Actually , I mostly just listen classical music . What about you ? To be honest , I think classical music is too complicated for me . What kind of music do you prefer then ? I like pop music . Do you ? Not really . I don't think pop music has much depth . I see what you mean . I think that's way I like it so much . How long have you been in to pop music , then ? I've always been into it . Have you always liked classical music ? Not really . When I was little , we didn't really listen to music at all . So , how did you become interested in it ? Well , when I was about 10 years old , I started playing the piano . I think that's how it all started . Thank you .
What are you listening to ? Is that Beethoven or Mozart ? It's Beethoven . Do you like it ? I think Beethoven's music is incredible . I've heard that listening to it can make you more intelligent , too . Do you believe that ? I don't know about that , but I do think that it helps people relax . What other kind of music do you listen to ? Actually , I mostly just listen classical music . What about you ? To be honest , I think classical music is too complicated for me . What kind of music do you prefer then ? I like pop music . Do you ? Not really . I don't think pop music has much depth . I see what you mean . I think that's way I like it so much . How long have you been in to pop music , then ? I've always been into it . Have you always liked classical music ? Not really . When I was little , we didn't really listen to music at all . So , how did you become interested in it ? Well , when I was about 10 years old , I started playing the piano . I think that's how it all started . Thank you very much .
What are you listening to ? Is that Beethoven or Mozart ? It's Beethoven . Do you like it ? I think Beethoven's music is incredible . I've heard that listening to it can make you more intelligent , too . Do you believe that ? I don't know about that , but I do think that it helps people relax . What other kind of music do you listen to ? Actually , I mostly just listen classical music . What about you ? To be honest , I think classical music is too complicated for me . What kind of music do you prefer then ? I like pop music . Do you ? Not really . I don't think pop music has much depth . I see what you mean . I think that's way I like it so much . How long have you been in to pop music , then ? I've always been into it . Have you always liked classical music ? Not really . When I was little , we didn't really listen to music at all . So , how did you become interested in it ? Well , when I was about 10 years old , I started playing the piano . I think that's how it all started . Thank you for your help .
What are you listening to ? Is that Beethoven or Mozart ? It's Beethoven . Do you like it ? I think Beethoven's music is incredible . I've heard that listening to it can make you more intelligent , too . Do you believe that ? I don't know about that , but I do think that it helps people relax . What other kind of music do you listen to ? Actually , I mostly just listen classical music . What about you ? To be honest , I think classical music is too complicated for me . What kind of music do you prefer then ? I like pop music . Do you ? Not really . I don't think pop music has much depth . I see what you mean . I think that's way I like it so much . How long have you been in to pop music , then ? I've always been into it . Have you always liked classical music ? Not really . When I was little , we didn't really listen to music at all . So , how did you become interested in it ? Well , when I was about 10 years old , I started playing the piano . I think that's how it all started . Thank you for your help you .
What are you listening to ? Is that Beethoven or Mozart ? It's Beethoven . Do you like it ? I think Beethoven's music is incredible . I've heard that listening to it can make you more intelligent , too . Do you believe that ? I don't know about that , but I do think that it helps people relax . What other kind of music do you listen to ? Actually , I mostly just listen classical music . What about you ? To be honest , I think classical music is too complicated for me . What kind of music do you prefer then ? I like pop music . Do you ? Not really . I don't think pop music has much depth . I see what you mean . I think that's way I like it so much . How long have you been in to pop music , then ? I've always been into it . Have you always liked classical music ? Not really . When I was little , we didn't really listen to music at all . So , how did you become interested in it ? Well , when I was about 10 years old , I started playing the piano . I think that's how it all started . Thank you for your help you , please .","Have you got the receipt ?
I see .
Me , too .
Me , too .
It's super ."
43,"Can I help you ? Yes , I would like to buy a Walkman . Can you tell me about the models you have ? Well , we have a lot of models here.Did you want to listen to CD's or cassettes or the radio ? Mostly cassette tapes . Alright . There are several models you may want to look at.This Kreng portable cassette player is very good . Kreng ? I've never heard of that company . It's a German company.This unit has auto-reverse , recording capability , and an AM / FM radio band.It also has a built-in microphone . I suppose I don't want that one then . I don't like auto-reverse . It breaks too easily . Really ? Have you had an auto-reverse break before ? Yes , twice now . I think it's too high-tech , and so it's the first part that breaks . Hmm . You know , the problem might be dust . Did you clean the unit often ? Well . No , I didn't clean it.But still , I only had the last one two months , and it broke . I don't trust auto-reverse . Alright . Well . We have many units without auto-reverse.Here is a good unit . Very reliable.It has an AM / FM band , built-in microphone , recording capability , and no auto-reverse . How much is it ? This one sells for $ 39.99 . Can I test it out ? Of course . It sounds great . I'll take it . Thank you .
Can I help you ? Yes , I would like to buy a Walkman . Can you tell me about the models you have ? Well , we have a lot of models here.Did you want to listen to CD's or cassettes or the radio ? Mostly cassette tapes . Alright . There are several models you may want to look at.This Kreng portable cassette player is very good . Kreng ? I've never heard of that company . It's a German company.This unit has auto-reverse , recording capability , and an AM / FM radio band.It also has a built-in microphone . I suppose I don't want that one then . I don't like auto-reverse . It breaks too easily . Really ? Have you had an auto-reverse break before ? Yes , twice now . I think it's too high-tech , and so it's the first part that breaks . Hmm . You know , the problem might be dust . Did you clean the unit often ? Well . No , I didn't clean it.But still , I only had the last one two months , and it broke . I don't trust auto-reverse . Alright . Well . We have many units without auto-reverse.Here is a good unit . Very reliable.It has an AM / FM band , built-in microphone , recording capability , and no auto-reverse . How much is it ? This one sells for $ 39.99 . Can I test it out ? Of course . It sounds great . I'll take it . Thank you , sir .
Can I help you ? Yes , I would like to buy a Walkman . Can you tell me about the models you have ? Well , we have a lot of models here.Did you want to listen to CD's or cassettes or the radio ? Mostly cassette tapes . Alright . There are several models you may want to look at.This Kreng portable cassette player is very good . Kreng ? I've never heard of that company . It's a German company.This unit has auto-reverse , recording capability , and an AM / FM radio band.It also has a built-in microphone . I suppose I don't want that one then . I don't like auto-reverse . It breaks too easily . Really ? Have you had an auto-reverse break before ? Yes , twice now . I think it's too high-tech , and so it's the first part that breaks . Hmm . You know , the problem might be dust . Did you clean the unit often ? Well . No , I didn't clean it.But still , I only had the last one two months , and it broke . I don't trust auto-reverse . Alright . Well . We have many units without auto-reverse.Here is a good unit . Very reliable.It has an AM / FM band , built-in microphone , recording capability , and no auto-reverse . How much is it ? This one sells for $ 39.99 . Can I test it out ? Of course . It sounds great . I'll take it . I see . What other languages can you speak ?
Can I help you ? Yes , I would like to buy a Walkman . Can you tell me about the models you have ? Well , we have a lot of models here.Did you want to listen to CD's or cassettes or the radio ? Mostly cassette tapes . Alright . There are several models you may want to look at.This Kreng portable cassette player is very good . Kreng ? I've never heard of that company . It's a German company.This unit has auto-reverse , recording capability , and an AM / FM radio band.It also has a built-in microphone . I suppose I don't want that one then . I don't like auto-reverse . It breaks too easily . Really ? Have you had an auto-reverse break before ? Yes , twice now . I think it's too high-tech , and so it's the first part that breaks . Hmm . You know , the problem might be dust . Did you clean the unit often ? Well . No , I didn't clean it.But still , I only had the last one two months , and it broke . I don't trust auto-reverse . Alright . Well . We have many units without auto-reverse.Here is a good unit . Very reliable.It has an AM / FM band , built-in microphone , recording capability , and no auto-reverse . How much is it ? This one sells for $ 39.99 . Can I test it out ? Of course . It sounds great . I'll take it . I see . What other languages ?
Can I help you ? Yes , I would like to buy a Walkman . Can you tell me about the models you have ? Well , we have a lot of models here.Did you want to listen to CD's or cassettes or the radio ? Mostly cassette tapes . Alright . There are several models you may want to look at.This Kreng portable cassette player is very good . Kreng ? I've never heard of that company . It's a German company.This unit has auto-reverse , recording capability , and an AM / FM radio band.It also has a built-in microphone . I suppose I don't want that one then . I don't like auto-reverse . It breaks too easily . Really ? Have you had an auto-reverse break before ? Yes , twice now . I think it's too high-tech , and so it's the first part that breaks . Hmm . You know , the problem might be dust . Did you clean the unit often ? Well . No , I didn't clean it.But still , I only had the last one two months , and it broke . I don't trust auto-reverse . Alright . Well . We have many units without auto-reverse.Here is a good unit . Very reliable.It has an AM / FM band , built-in microphone , recording capability , and no auto-reverse . How much is it ? This one sells for $ 39.99 . Can I test it out ? Of course . It sounds great . I'll take it . I see . What other languages can I get there ?","Thank you .
Thank you .
A little down .
Well , I don't know the exact time .
We have a non-smoking salad and we have a bench warrant ."
44,"What can I get for you today ? Could I get a hamburger , please ? Would you like cheese on that ? No , thank you . Would you like a drink ? Let me have a soda . What kind of soda would you like ? May I have a Sprite , please ? Sure , no problem . I would also like a bag of chips . Yes , please .
What can I get for you today ? Could I get a hamburger , please ? Would you like cheese on that ? No , thank you . Would you like a drink ? Let me have a soda . What kind of soda would you like ? May I have a Sprite , please ? Sure , no problem . I would also like a bag of chips . Yes , I'd like five croissants , too .
What can I get for you today ? Could I get a hamburger , please ? Would you like cheese on that ? No , thank you . Would you like a drink ? Let me have a soda . What kind of soda would you like ? May I have a Sprite , please ? Sure , no problem . I would also like a bag of chips . Yes , I'd like another cup of coffee .
What can I get for you today ? Could I get a hamburger , please ? Would you like cheese on that ? No , thank you . Would you like a drink ? Let me have a soda . What kind of soda would you like ? May I have a Sprite , please ? Sure , no problem . I would also like a bag of chips . Yes , I like the style.Can I try this on ?
What can I get for you today ? Could I get a hamburger , please ? Would you like cheese on that ? No , thank you . Would you like a drink ? Let me have a soda . What kind of soda would you like ? May I have a Sprite , please ? Sure , no problem . I would also like a bag of chips . Yes , I'd like another cup of coffee afterwards .","Here they are .
OK .
Here you are .
Sure . Here you are .
What kind of service do you have ?"
45,"I want some cosmetics.Could you recommend some ? I think Pond's is the best . Do you receive traveler's checks ?
I want some cosmetics.Could you recommend some ? I think Pond's is the best . Why ?
I want some cosmetics.Could you recommend some ? I think Pond's is the best . Do you have any identification ?
I want some cosmetics.Could you recommend some ? I think Pond's is the best . What time does the open house start ?
I want some cosmetics.Could you recommend some ? I think Pond's is the best . Do you like it by usually ?","Yes , of course .
I don't like the color .
Yes , I do .
It depends .
Well , it looks good ."
