Group Id,Question Group,Answer Group
64,"may i help you , ma'ma ? please , where do i catch the plane for new york ? first you must check in at counter no . 4 . that one there ? that's properly . then you will follow the signs to gate 85 .
may i help you , ma'ma ? please , where do i catch the plane for new york ? first you must check in at counter no . 4 . that one there ? that's properly . then you will postdate the sign to gate 85 .
may i help you , ma'ma ? please , where do i catch the plane for new york ? first you must check in at counter no . 4 . that one there ? that's right . then you will follow the sign to gate 85 .
may i help you , ma'ma ? please , where do i catch the plane for new york ? first you must check in at counter no . 4 . that one there ? that's right . then you will follow the signs to gate 85 .
may i help you , ma'ma ? please , where do i catch the plane for new york ? first you must check in at counter no . 4 . that one there ? that's right . then you will postdate the signs to gate 85 .","Thank you .
Thank you .
Thank you . You know , it has been a horrible time .
Thank you .
Thank you . You know , it is very interesting ."
65,"how are you wedding plans going ? very well . we started organizing everything early to avoid a last minute rush to get things done . the only thing that isn ’ t ready yet is my wedding dress . when will that be ready ? the dressmakers said that is would be ready in two weeks . you ’ re getting married in three weeks . so that should be ok . so , you ’ ve prepared the church , catering , transport , hotel-everything . yes . we ’ ve taken care of all of that . we decided not to get married in a church though . neither of us is very religious . which hotel will the reception be held at ? the palace hotel they ’ re taking care of the catering , including the wedding cake . i ’ m sure they ’ ll do a good job . oh , yes . it ’ s and excellent hotel . a ally of mine have her marry reception there and state it be arrant , though very expensive .
how are you wedding plans going ? very well . we started organizing everything early to avoid a last minute rush to get things done . the only thing that isn ’ t ready yet is my wedding dress . when will that be ready ? the dressmakers said that is would be ready in two weeks . you ’ re getting married in three weeks . so that should be ok . so , you ’ ve prepared the church , catering , transport , hotel-everything . yes . we ’ ve taken care of all of that . we decided not to get married in a church though . neither of us is very religious . which hotel will the reception be held at ? the palace hotel they ’ re taking care of the catering , including the wedding cake . i ’ m sure they ’ ll do a good job . oh , yes . it ’ s and excellent hotel . a friend of mine had her wedding reception there and said it was perfect , though very expensive .
how are you wedding plans going ? very well . we started organizing everything early to avoid a last minute rush to get things done . the only thing that isn ’ t ready yet is my wedding dress . when will that be ready ? the dressmakers said that is would be ready in two weeks . you ’ re getting married in three weeks . so that should be ok . so , you ’ ve prepared the church , catering , transport , hotel-everything . yes . we ’ ve taken care of all of that . we decided not to get married in a church though . neither of us is very religious . which hotel will the reception be held at ? the palace hotel they ’ re taking care of the catering , including the wedding cake . i ’ m sure they ’ ll do a good job . oh , yes . it ’ s and excellent hotel . a friend of mine have her marry reception there and state it be perfect , though very expensive .
how are you wedding plans going ? very well . we started organizing everything early to avoid a last minute rush to get things done . the only thing that isn ’ t ready yet is my wedding dress . when will that be ready ? the dressmakers said that is would be ready in two weeks . you ’ re getting married in three weeks . so that should be ok . so , you ’ ve prepared the church , catering , transport , hotel-everything . yes . we ’ ve taken care of all of that . we decided not to get married in a church though . neither of us is very religious . which hotel will the reception be held at ? the palace hotel they ’ re taking care of the catering , including the wedding cake . i ’ m sure they ’ ll do a good job . oh , yes . it ’ s and excellent hotel . a friend of mine had her wedding reception there and said it was arrant , though very expensive .
how are you wedding plans going ? very well . we started organizing everything early to avoid a last minute rush to get things done . the only thing that isn ’ t ready yet is my wedding dress . when will that be ready ? the dressmakers said that is would be ready in two weeks . you ’ re getting married in three weeks . so that should be ok . so , you ’ ve prepared the church , catering , transport , hotel-everything . yes . we ’ ve taken care of all of that . we decided not to get married in a church though . neither of us is very religious . which hotel will the reception be held at ? the palace hotel they ’ re taking care of the catering , including the wedding cake . i ’ m sure they ’ ll do a good job . oh , yes . it ’ s and excellent hotel . a ally of mine had her wedding reception there and said it was perfect , though very expensive .","I don ’ t think that ’ s pretty bad .
I really don ’ t think so .
Yeah , I ’ m really lucky .
I wish I could ’ t make it .
I really don ’ t know to hear about it ."
66,"you guys are charging me $ 10 for a movie that i never ordered or saw . let's see , sir . according to your file , you watched ' titanic ' monday evening . well , the wrong information is in my file . i was at a concert monday night . well , your word overrules the file , sir . one moment , please . i knew you'd see it my way . sir , i deleted the $ 10 , but i had to add a $ 2 service charge to your bill . am i in the twilight zone ? you're charging me for a movie i never saw ? please don't blame me , sir . blame the computer programmer . this be highway looting . i've get a full judgment to name the police !
you guys are charging me $ 10 for a movie that i never ordered or saw . let's see , sir . according to your file , you watched ' titanic ' monday evening . well , the wrong information is in my file . i was at a concert monday night . well , your word overrules the file , sir . one moment , please . i knew you'd see it my way . sir , i deleted the $ 10 , but i had to add a $ 2 service charge to your bill . am i in the twilight zone ? you're charging me for a movie i never saw ? please don't blame me , sir . blame the computer programmer . this is highway looting . i've got a good judgment to call the police !
you guys are charging me $ 10 for a movie that i never ordered or saw . let's see , sir . according to your file , you watched ' titanic ' monday evening . well , the wrong information is in my file . i was at a concert monday night . well , your word overrules the file , sir . one moment , please . i knew you'd see it my way . sir , i deleted the $ 10 , but i had to add a $ 2 service charge to your bill . am i in the twilight zone ? you're charging me for a movie i never saw ? please don't blame me , sir . blame the computer programmer . this is highway robbery . i've got a full mind to call the police !
you guys are charging me $ 10 for a movie that i never ordered or saw . let's see , sir . according to your file , you watched ' titanic ' monday evening . well , the wrong information is in my file . i was at a concert monday night . well , your word overrules the file , sir . one moment , please . i knew you'd see it my way . sir , i deleted the $ 10 , but i had to add a $ 2 service charge to your bill . am i in the twilight zone ? you're charging me for a movie i never saw ? please don't blame me , sir . blame the computer programmer . this is highway robbery . i've got a good mind to call the police !
you guys are charging me $ 10 for a movie that i never ordered or saw . let's see , sir . according to your file , you watched ' titanic ' monday evening . well , the wrong information is in my file . i was at a concert monday night . well , your word overrules the file , sir . one moment , please . i knew you'd see it my way . sir , i deleted the $ 10 , but i had to add a $ 2 service charge to your bill . am i in the twilight zone ? you're charging me for a movie i never saw ? please don't blame me , sir . blame the computer programmer . this be highway robbery . i've get a good mind to name the police !","I don't know !
I can't agree without you .
I don't know . I don't know anything about it .
I can't agree , what's it like ?
I can't agree more ."
67,"hello . i bought a china dress in your shop this morning . yes ? i bought it one size up by mistake . oh , did you ? i wonder if you can change it to one size down . yes , of course.will you come with the receipt ? then i'll come to your place later in the evening , and how late is your shop open ?
hello . i bought a china dress in your shop this morning . yes ? i bought it one size up by mistake . oh , did you ? i wonder if you can change it to one size down . yes , of course.will you come with the receipt ? then i'll arrive to your topographic_point subsequently in the evening , and how belated be your workshop exposed ?
hello . i bought a china dress in your shop this morning . yes ? i bought it one size up by mistake . oh , did you ? i wonder if you can change it to one size down . yes , of course.will you come with the receipt ? then i'll arrive to your place later in the evening , and how late be your shop open ?
hello . i bought a china dress in your shop this morning . yes ? i bought it one size up by mistake . oh , did you ? i wonder if you can change it to one size down . yes , of course.will you come with the receipt ? then i'll come to your place subsequently in the evening , and how belated is your shop exposed ?
hello . i bought a china dress in your shop this morning . yes ? i bought it one size up by mistake . oh , did you ? i wonder if you can change it to one size down . yes , of course.will you come with the receipt ? then i'll come to your topographic_point later in the evening , and how late is your workshop open ?","yes . I have no plans .
well , I have no idea . I want to go to the States for my visa .
yes , I have no idea . I want to go to the States for my visa .
oh is my driver ’ s my friend , I think .
yes . I have no idea ."
68,"the boss announces the pay raise today , right ? how much do you think we'll get ? no idea . your guess is as good as mine . it better be more than last year .
the boss announces the pay raise today , right ? how much do you think we'll get ? no idea . your guess is as good as mine . it better exist more than last year .
the boss announces the pay raise today , right ? how much do you think we'll get ? no idea . your guess is as good as mine . it better be more than concluding year .
the boss announces the pay raise today , right ? how much do you think we'll get ? no idea . your guess is as good as mine . it better be more than last class .
the boss announces the pay raise today , right ? how much do you think we'll get ? no idea . your guess is as good as mine . it better exist more than concluding class .","Well , anything is more normal , you know .
Well , anything is better than nothing . Wait and see .
Well , anything is more normal , too . Wait a moment .
Have you done the cause ?
Let's order to eat a lot ."
70,"were you able to attend friday night's basketball game ? i was unable to make it . you should have been there . it was intense . is that right . who ended up winning ? our team was victorious . i wish i was free that night . i'm kind of mad that i didn't go . it was a great game . what was the score at the end of the game ? our team won 101-98 . sounds like it was a close game . that's the reason it be such a great game .
were you able to attend friday night's basketball game ? i was unable to make it . you should have been there . it was intense . is that right . who ended up winning ? our team was victorious . i wish i was free that night . i'm kind of mad that i didn't go . it was a great game . what was the score at the end of the game ? our team won 101-98 . sounds like it was a close game . that's the rationality it was such a great plot .
were you able to attend friday night's basketball game ? i was unable to make it . you should have been there . it was intense . is that right . who ended up winning ? our team was victorious . i wish i was free that night . i'm kind of mad that i didn't go . it was a great game . what was the score at the end of the game ? our team won 101-98 . sounds like it was a close game . that's the reason it was such a bang-up game .
were you able to attend friday night's basketball game ? i was unable to make it . you should have been there . it was intense . is that right . who ended up winning ? our team was victorious . i wish i was free that night . i'm kind of mad that i didn't go . it was a great game . what was the score at the end of the game ? our team won 101-98 . sounds like it was a close game . that's the reason it was such a great game .
were you able to attend friday night's basketball game ? i was unable to make it . you should have been there . it was intense . is that right . who ended up winning ? our team was victorious . i wish i was free that night . i'm kind of mad that i didn't go . it was a great game . what was the score at the end of the game ? our team won 101-98 . sounds like it was a close game . that's the rationality it be such a bang-up plot .","A really dreadful accident and many people were killed .
I like it .
A lot of people in the city ?
That's because .
I really like it ."
71,"have you ever tried shopping online ? no , never . i prefer to actually see and touch what i'm buying before i pay for it , especially for clothes and shoes . that's right . seeing is believing . i've heard some friends say when they get the article , it's quite different from what they see on the website advertisement . that happens . without close quality examination , we may encounter fraud , and the e-shop may suddenly disappear . what's more , it's not always so safe for us to pay online as hackers might steal the user name and password . it's said that some measures have been taken to deal with this problem . paying online is much safer than before , but i still have the feeling that it's not safe enough . i can't agree more . that's why i only do street shopping . me excessively . sometimes i surf on-line shops to check some related information , and then go to a forcible store to do the actual shopping .
have you ever tried shopping online ? no , never . i prefer to actually see and touch what i'm buying before i pay for it , especially for clothes and shoes . that's right . seeing is believing . i've heard some friends say when they get the article , it's quite different from what they see on the website advertisement . that happens . without close quality examination , we may encounter fraud , and the e-shop may suddenly disappear . what's more , it's not always so safe for us to pay online as hackers might steal the user name and password . it's said that some measures have been taken to deal with this problem . paying online is much safer than before , but i still have the feeling that it's not safe enough . i can't agree more . that's why i only do street shopping . me too . sometimes i surf online shops to check some related information , and then go to a physical store to do the actual shopping .
have you ever tried shopping online ? no , never . i prefer to actually see and touch what i'm buying before i pay for it , especially for clothes and shoes . that's right . seeing is believing . i've heard some friends say when they get the article , it's quite different from what they see on the website advertisement . that happens . without close quality examination , we may encounter fraud , and the e-shop may suddenly disappear . what's more , it's not always so safe for us to pay online as hackers might steal the user name and password . it's said that some measures have been taken to deal with this problem . paying online is much safer than before , but i still have the feeling that it's not safe enough . i can't agree more . that's why i only do street shopping . me too . sometimes i surfboard online shops to see some related information , and then travel to a physical store to make the actual shopping .
have you ever tried shopping online ? no , never . i prefer to actually see and touch what i'm buying before i pay for it , especially for clothes and shoes . that's right . seeing is believing . i've heard some friends say when they get the article , it's quite different from what they see on the website advertisement . that happens . without close quality examination , we may encounter fraud , and the e-shop may suddenly disappear . what's more , it's not always so safe for us to pay online as hackers might steal the user name and password . it's said that some measures have been taken to deal with this problem . paying online is much safer than before , but i still have the feeling that it's not safe enough . i can't agree more . that's why i only do street shopping . me excessively . sometimes i surfboard on-line shop to see some related data , and then travel to a forcible shop to make the actual shopping .
have you ever tried shopping online ? no , never . i prefer to actually see and touch what i'm buying before i pay for it , especially for clothes and shoes . that's right . seeing is believing . i've heard some friends say when they get the article , it's quite different from what they see on the website advertisement . that happens . without close quality examination , we may encounter fraud , and the e-shop may suddenly disappear . what's more , it's not always so safe for us to pay online as hackers might steal the user name and password . it's said that some measures have been taken to deal with this problem . paying online is much safer than before , but i still have the feeling that it's not safe enough . i can't agree more . that's why i only do street shopping . me too . sometimes i surf online shop to check some related data , and then go to a physical shop to do the actual shopping .","That's a good idea . Let's go for a walk .
Let's go to a movie , we can handle it .
Tell me what you're hungry for .
That's easy . Let's go to the end of our restaurant .
The movie is really hard for you to find them ."
73,"aren't you jim green ? yes , that's right . i think we meet at a concert last year . i'm taylor .
aren't you jim green ? yes , that's right . i believe we met at a concert last year . i'm taylor .
aren't you jim green ? yes , that's right . i believe we met at a concert last class . i'm taylor .
aren't you jim green ? yes , that's right . i believe we met at a concert concluding year . i'm taylor .
aren't you jim green ? yes , that's right . i think we meet at a concert concluding class . i'm taylor .","We think exactly is a great idea .
They look terrible . Let's go .
I think the same way with you .
True . Let's go .
I think they are really a big mistake ."
75,"i didn ’ t receive an unemployment check this week and need to know why . did you mail us your last continued claim form ? i am afraid that i forgot to send it in . we cannot pay you unless you turn that form in every two weeks . is it too late to mail the continued claim form in now ? it can ’ t be more than fourteen days late for us to accept it . i will mail it in a little early next time to avoid this problem . you can ’ t possibly know in advance how much you will be working . if you mail it in too soon , we will reject it ! will my paycheck arrive late because i mess up on my form ?
i didn ’ t receive an unemployment check this week and need to know why . did you mail us your last continued claim form ? i am afraid that i forgot to send it in . we cannot pay you unless you turn that form in every two weeks . is it too late to mail the continued claim form in now ? it can ’ t be more than fourteen days late for us to accept it . i will mail it in a little early next time to avoid this problem . you can ’ t possibly know in advance how much you will be working . if you mail it in too soon , we will reject it ! will my paycheck arrive late because i messed up on my kind ?
i didn ’ t receive an unemployment check this week and need to know why . did you mail us your last continued claim form ? i am afraid that i forgot to send it in . we cannot pay you unless you turn that form in every two weeks . is it too late to mail the continued claim form in now ? it can ’ t be more than fourteen days late for us to accept it . i will mail it in a little early next time to avoid this problem . you can ’ t possibly know in advance how much you will be working . if you mail it in too soon , we will reject it ! will my paycheck arrive belated because i mess up on my kind ?
i didn ’ t receive an unemployment check this week and need to know why . did you mail us your last continued claim form ? i am afraid that i forgot to send it in . we cannot pay you unless you turn that form in every two weeks . is it too late to mail the continued claim form in now ? it can ’ t be more than fourteen days late for us to accept it . i will mail it in a little early next time to avoid this problem . you can ’ t possibly know in advance how much you will be working . if you mail it in too soon , we will reject it ! will my paycheck arrive belated because i messed up on my form ?
i didn ’ t receive an unemployment check this week and need to know why . did you mail us your last continued claim form ? i am afraid that i forgot to send it in . we cannot pay you unless you turn that form in every two weeks . is it too late to mail the continued claim form in now ? it can ’ t be more than fourteen days late for us to accept it . i will mail it in a little early next time to avoid this problem . you can ’ t possibly know in advance how much you will be working . if you mail it in too soon , we will reject it ! will my paycheck arrive late because i messed up on my form ?","That would be a good idea , I know .
No , I don't think so .
I know that . I really like thrillers better .
I know that .
This way , please ."
77,"when can you get the finished product to me ? we should have it put together by the end of next week . bang-up ! that ’ ll be ahead of schedule ! full work .
when can you get the finished product to me ? we should have it put together by the end of next week . great ! that ’ ll be ahead of agenda ! good employment .
when can you get the finished product to me ? we should have it put together by the end of next week . bang-up ! that ’ ll exist ahead of agenda ! full employment .
when can you get the finished product to me ? we should have it put together by the end of next week . great ! that ’ ll exist ahead of schedule ! good work .
when can you get the finished product to me ? we should have it put together by the end of next week . great ! that ’ ll be ahead of schedule ! good work .","Well , you are right ! So many people in the United States get divorced !
What are you going to do ?
You are a very hard-worker . Do you have a spot ?
What do you know ?
What is that ?"
78,"good morning . what can i do for you ? i'm looking for some earrings for my wife as a wedding anniversary gift . you've come to the right store . we've got a beautiful and wide selection of earrings for you to choose from . i saw a pair of earrings outside your window . can you show them to me ? do you mean the exquisite pearl earrings ? exactly . how much do you want for them ? they're only three thousand yuan . what is this setting made of ? well , it's particularly made of a platinum alloy , sir , and the lustre will never fade out .
good morning . what can i do for you ? i'm looking for some earrings for my wife as a wedding anniversary gift . you've come to the right store . we've got a beautiful and wide selection of earrings for you to choose from . i saw a pair of earrings outside your window . can you show them to me ? do you mean the exquisite pearl earrings ? exactly . how much do you want for them ? they're only three thousand yuan . what is this setting made of ? well , it's specially made of a platinum admixture , sir , and the luster will never fade out .
good morning . what can i do for you ? i'm looking for some earrings for my wife as a wedding anniversary gift . you've come to the right store . we've got a beautiful and wide selection of earrings for you to choose from . i saw a pair of earrings outside your window . can you show them to me ? do you mean the exquisite pearl earrings ? exactly . how much do you want for them ? they're only three thousand yuan . what is this setting made of ? well , it's specially make of a platinum alloy , sir , and the lustre will never evanesce out .
good morning . what can i do for you ? i'm looking for some earrings for my wife as a wedding anniversary gift . you've come to the right store . we've got a beautiful and wide selection of earrings for you to choose from . i saw a pair of earrings outside your window . can you show them to me ? do you mean the exquisite pearl earrings ? exactly . how much do you want for them ? they're only three thousand yuan . what is this setting made of ? well , it's specially made of a platinum alloy , sir , and the lustre will never fade out .
good morning . what can i do for you ? i'm looking for some earrings for my wife as a wedding anniversary gift . you've come to the right store . we've got a beautiful and wide selection of earrings for you to choose from . i saw a pair of earrings outside your window . can you show them to me ? do you mean the exquisite pearl earrings ? exactly . how much do you want for them ? they're only three thousand yuan . what is this setting made of ? well , it's particularly make of a platinum admixture , sir , and the luster will never evanesce out .","Let's get some short .
That's good . I have to wait a few more minutes .
Does the rate include some choices ?
That's good . I have to wait a few more minutes .
I see . Thank you very much ."
80,"guess what ? i've got great news ! what is it ? well , you know how i've been working at the economist as a proof-reader , right ? yes . well , the editor-in-chief heard that i had experience as an editor at another magadize and asked me if i was interested in becoming an assistant editor for him . really ? that's fantastic ! will you get a chance to do any writing ? she said that the columnist for the literary criticism column would be going on pregnancy leave soon and that i could be in charge of the column until she came back . wow ! that's really great news . how often does the magazine come out ? it's a monthly magazine , but my column will be shared with another columnist so my articles will be due fortnightly . are you looking forward to doing more editing work ? yes , but i'm even more excited about getting my thoughts published again ! do you have any order forms here so that i can get a subscription to the magazine ? i don't have any with me , but i think i could manage to bring a free copy home for you . i'm really looking forward to reading your column . me , excessively . make you desire to travel out to observe my full news_program ?
guess what ? i've got great news ! what is it ? well , you know how i've been working at the economist as a proof-reader , right ? yes . well , the editor-in-chief heard that i had experience as an editor at another magadize and asked me if i was interested in becoming an assistant editor for him . really ? that's fantastic ! will you get a chance to do any writing ? she said that the columnist for the literary criticism column would be going on pregnancy leave soon and that i could be in charge of the column until she came back . wow ! that's really great news . how often does the magazine come out ? it's a monthly magazine , but my column will be shared with another columnist so my articles will be due fortnightly . are you looking forward to doing more editing work ? yes , but i'm even more excited about getting my thoughts published again ! do you have any order forms here so that i can get a subscription to the magazine ? i don't have any with me , but i think i could manage to bring a free copy home for you . i'm really looking forward to reading your column . me , too . do you want to go out to celebrate my good news_program ?
guess what ? i've got great news ! what is it ? well , you know how i've been working at the economist as a proof-reader , right ? yes . well , the editor-in-chief heard that i had experience as an editor at another magadize and asked me if i was interested in becoming an assistant editor for him . really ? that's fantastic ! will you get a chance to do any writing ? she said that the columnist for the literary criticism column would be going on pregnancy leave soon and that i could be in charge of the column until she came back . wow ! that's really great news . how often does the magazine come out ? it's a monthly magazine , but my column will be shared with another columnist so my articles will be due fortnightly . are you looking forward to doing more editing work ? yes , but i'm even more excited about getting my thoughts published again ! do you have any order forms here so that i can get a subscription to the magazine ? i don't have any with me , but i think i could manage to bring a free copy home for you . i'm really looking forward to reading your column . me , too . do you want to go out to celebrate my good news ?
guess what ? i've got great news ! what is it ? well , you know how i've been working at the economist as a proof-reader , right ? yes . well , the editor-in-chief heard that i had experience as an editor at another magadize and asked me if i was interested in becoming an assistant editor for him . really ? that's fantastic ! will you get a chance to do any writing ? she said that the columnist for the literary criticism column would be going on pregnancy leave soon and that i could be in charge of the column until she came back . wow ! that's really great news . how often does the magazine come out ? it's a monthly magazine , but my column will be shared with another columnist so my articles will be due fortnightly . are you looking forward to doing more editing work ? yes , but i'm even more excited about getting my thoughts published again ! do you have any order forms here so that i can get a subscription to the magazine ? i don't have any with me , but i think i could manage to bring a free copy home for you . i'm really looking forward to reading your column . me , too . make you desire to travel out to observe my good news ?
guess what ? i've got great news ! what is it ? well , you know how i've been working at the economist as a proof-reader , right ? yes . well , the editor-in-chief heard that i had experience as an editor at another magadize and asked me if i was interested in becoming an assistant editor for him . really ? that's fantastic ! will you get a chance to do any writing ? she said that the columnist for the literary criticism column would be going on pregnancy leave soon and that i could be in charge of the column until she came back . wow ! that's really great news . how often does the magazine come out ? it's a monthly magazine , but my column will be shared with another columnist so my articles will be due fortnightly . are you looking forward to doing more editing work ? yes , but i'm even more excited about getting my thoughts published again ! do you have any order forms here so that i can get a subscription to the magazine ? i don't have any with me , but i think i could manage to bring a free copy home for you . i'm really looking forward to reading your column . me , excessively . do you want to go out to celebrate my full news ?","Well , I am thinking about that , we just need to get a clearer picture .
What kind of snack are you going to make ?
What are you going to get ?
I'd love to , but my mother is a teacher .
What are you going to do ?"
82,"wei ! this is a first-you didn't bargain ! bargain ? i'd feel way too guilty . but you could have saved money . from a sweet ma ? ! it's not worth it . plus , i'd happily pay more for these things i bought ! degree_fahrenheit . yttrium . i . , there be a flea grocery_store nearby , but possibly you're make ...
wei ! this is a first-you didn't bargain ! bargain ? i'd feel way too guilty . but you could have saved money . from a sweet ma ? ! it's not worth it . plus , i'd happily pay more for these things i bought ! f . y . i . , there is a flea market nearby , but maybe you're done ...
wei ! this is a first-you didn't bargain ! bargain ? i'd feel way too guilty . but you could have saved money . from a sweet ma ? ! it's not worth it . plus , i'd happily pay more for these things i bought ! f . y . i . , there be a flea market nearby , but maybe you're make ...
wei ! this is a first-you didn't bargain ! bargain ? i'd feel way too guilty . but you could have saved money . from a sweet ma ? ! it's not worth it . plus , i'd happily pay more for these things i bought ! degree_fahrenheit . yttrium . i . , there is a flea grocery_store nearby , but maybe you're done ...
wei ! this is a first-you didn't bargain ! bargain ? i'd feel way too guilty . but you could have saved money . from a sweet ma ? ! it's not worth it . plus , i'd happily pay more for these things i bought ! f . y . i . , there is a flea market nearby , but possibly you're done ...","All right .
So ?
All right .
You mean something ?
I still have a lot of help . But you have to wait ."
83,"good morning , angela , how have you been lately ? morning , michael . i ’ ve been very busy lately . one of our other vendors is going out of business and i ’ ve been searching for a suitable replacement . well , rest assured that you can count on us to be here for the long run , sitdown.coffee ? no , thanks . i ’ ve been trying to cut down on the caffeine . haha , i could never do that . i ’ d be a zombie if i didn ’ t have my morning coffee fix . let ’ s get down to business then . yes . i ’ ve come to talk with you about ordering the eight megapixel cameras for our new methone . the demand for phone cameras is growing , and pear has been falling behind in the market . that ’ s great ! i ’ m glad to hear that pear has finally jumped on the bandwagon . right now our contract is for the five megapixel cameras . is pear still interested in having those ?
good morning , angela , how have you been lately ? morning , michael . i ’ ve been very busy lately . one of our other vendors is going out of business and i ’ ve been searching for a suitable replacement . well , rest assured that you can count on us to be here for the long run , sitdown.coffee ? no , thanks . i ’ ve been trying to cut down on the caffeine . haha , i could never do that . i ’ d be a zombie if i didn ’ t have my morning coffee fix . let ’ s get down to business then . yes . i ’ ve come to talk with you about ordering the eight megapixel cameras for our new methone . the demand for phone cameras is growing , and pear has been falling behind in the market . that ’ s great ! i ’ m glad to learn that pear have finally jump on the bandwagon . right now our contract be for the five megapixel cameras . be pear still interested in have those ?
good morning , angela , how have you been lately ? morning , michael . i ’ ve been very busy lately . one of our other vendors is going out of business and i ’ ve been searching for a suitable replacement . well , rest assured that you can count on us to be here for the long run , sitdown.coffee ? no , thanks . i ’ ve been trying to cut down on the caffeine . haha , i could never do that . i ’ d be a zombie if i didn ’ t have my morning coffee fix . let ’ s get down to business then . yes . i ’ ve come to talk with you about ordering the eight megapixel cameras for our new methone . the demand for phone cameras is growing , and pear has been falling behind in the market . that ’ s bang-up ! i ’ m gladiolus to learn that pear have ultimately jump on the bandwagon . properly nowadays our contract be for the five megapixel camera . be pear however concerned in have those ?
good morning , angela , how have you been lately ? morning , michael . i ’ ve been very busy lately . one of our other vendors is going out of business and i ’ ve been searching for a suitable replacement . well , rest assured that you can count on us to be here for the long run , sitdown.coffee ? no , thanks . i ’ ve been trying to cut down on the caffeine . haha , i could never do that . i ’ d be a zombie if i didn ’ t have my morning coffee fix . let ’ s get down to business then . yes . i ’ ve come to talk with you about ordering the eight megapixel cameras for our new methone . the demand for phone cameras is growing , and pear has been falling behind in the market . that ’ s great ! i ’ m gladiolus to hear that pear has finally jumped on the bandwagon . right now our contract is for the five megapixel camera . is pear still interested in having those ?
good morning , angela , how have you been lately ? morning , michael . i ’ ve been very busy lately . one of our other vendors is going out of business and i ’ ve been searching for a suitable replacement . well , rest assured that you can count on us to be here for the long run , sitdown.coffee ? no , thanks . i ’ ve been trying to cut down on the caffeine . haha , i could never do that . i ’ d be a zombie if i didn ’ t have my morning coffee fix . let ’ s get down to business then . yes . i ’ ve come to talk with you about ordering the eight megapixel cameras for our new methone . the demand for phone cameras is growing , and pear has been falling behind in the market . that ’ s bang-up ! i ’ m glad to hear that pear has ultimately jumped on the bandwagon . properly nowadays our contract is for the five megapixel cameras . is pear however concerned in having those ?","It ’ s not really an interesting place of course . It ’ s very important to me .
It ’ s not very reliable .
I think so.Thank you .
Let me see . Don ’ t be fool , we ’ ll get out of the city , we ’ ll need you to get on the line .
I think so.Thank you ."
